Start Day,Start Month,Year,End Month,End Day,Start Date (Temp),End Date (Temp),Start Date (String),End Date (String),INTDSRCNM193N
1,1,2017,1,31,1/1/2017,31/1/2017,2/1/2017,31/1/2017,2.90
1,2,2017,2,28,1/2/2017,28/2/2017,1/2/2017,28/2/2017,2.90
1,3,2017,3,31,1/3/2017,31/3/2017,1/3/2017,31/3/2017,2.90
1,4,2017,4,30,1/4/2017,30/4/2017,3/4/2017,28/4/2017,2.90
1,5,2017,5,31,1/5/2017,31/5/2017,1/5/2017,31/5/2017,2.90
1,6,2017,6,30,1/6/2017,30/6/2017,1/6/2017,30/6/2017,2.90
1,7,2017,7,31,1/7/2017,31/7/2017,3/7/2017,31/7/2017,2.90
1,8,2017,8,31,1/8/2017,31/8/2017,1/8/2017,31/8/2017,2.90
1,9,2017,9,30,1/9/2017,30/9/2017,1/9/2017,29/9/2017,2.90
1,10,2017,10,31,1/10/2017,31/10/2017,2/10/2017,31/10/2017,2.90
1,11,2017,11,30,1/11/2017,30/11/2017,1/11/2017,30/11/2017,2.90
1,12,2017,12,31,1/12/2017,31/12/2017,1/12/2017,29/12/2017,2.90
1,1,2018,1,31,1/1/2018,31/1/2018,1/1/2018,31/1/2018,2.90
1,2,2018,2,28,1/2/2018,28/2/2018,1/2/2018,28/2/2018,2.90
1,3,2018,3,31,1/3/2018,31/3/2018,1/3/2018,30/3/2018,2.90
1,4,2018,4,30,1/4/2018,30/4/2018,2/4/2018,30/4/2018,2.90
1,5,2018,5,31,1/5/2018,31/5/2018,1/5/2018,31/5/2018,2.90
1,6,2018,6,30,1/6/2018,30/6/2018,1/6/2018,29/6/2018,2.90
1,7,2018,7,31,1/7/2018,31/7/2018,2/7/2018,31/7/2018,2.90
1,8,2018,8,31,1/8/2018,31/8/2018,1/8/2018,31/8/2018,2.90
1,9,2018,9,30,1/9/2018,30/9/2018,3/9/2018,28/9/2018,2.90
1,10,2018,10,31,1/10/2018,31/10/2018,1/10/2018,31/10/2018,2.90
1,11,2018,11,30,1/11/2018,30/11/2018,1/11/2018,30/11/2018,2.90
1,12,2018,12,31,1/12/2018,31/12/2018,3/12/2018,31/12/2018,2.90
1,1,2019,1,31,1/1/2019,31/1/2019,1/1/2019,31/1/2019,2.90
1,2,2019,2,28,1/2/2019,28/2/2019,1/2/2019,28/2/2019,2.90
1,3,2019,3,31,1/3/2019,31/3/2019,1/3/2019,29/3/2019,2.90
1,4,2019,4,30,1/4/2019,30/4/2019,1/4/2019,30/4/2019,2.90
1,5,2019,5,31,1/5/2019,31/5/2019,1/5/2019,31/5/2019,2.90
1,6,2019,6,30,1/6/2019,30/6/2019,3/6/2019,28/6/2019,2.90
1,7,2019,7,31,1/7/2019,31/7/2019,1/7/2019,31/7/2019,2.90
1,8,2019,8,31,1/8/2019,31/8/2019,1/8/2019,30/8/2019,2.90
1,9,2019,9,30,1/9/2019,30/9/2019,2/9/2019,30/9/2019,2.90
1,10,2019,10,31,1/10/2019,31/10/2019,1/10/2019,31/10/2019,2.90
1,11,2019,11,30,1/11/2019,30/11/2019,1/11/2019,29/11/2019,2.90
1,12,2019,12,31,1/12/2019,31/12/2019,2/12/2019,31/12/2019,2.90
1,1,2020,1,31,1/1/2020,31/1/2020,1/1/2020,31/1/2020,2.90
1,2,2020,2,29,1/2/2020,29/2/2020,3/2/2020,28/2/2020,2.90
1,3,2020,3,31,1/3/2020,31/3/2020,2/3/2020,31/3/2020,2.90
1,4,2020,4,30,1/4/2020,30/4/2020,1/4/2020,30/4/2020,2.90
1,5,2020,5,31,1/5/2020,31/5/2020,1/5/2020,29/5/2020,2.90
1,6,2020,6,30,1/6/2020,30/6/2020,1/6/2020,30/6/2020,2.90
1,7,2020,7,31,1/7/2020,31/7/2020,1/7/2020,31/7/2020,2.90
